dteday,hr,instant,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,weather_category
2011-11-19,11,7629.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.36,0.3788,0.4,0.0,50.0,183.0,233.0,Weekend,Clear
2011-11-19,12,7630.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.4,0.4091,0.35,0.2836,93.0,218.0,311.0,Weekend,Clear
2011-11-19,13,7631.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.42,0.4242,0.3,0.2836,118.0,245.0,363.0,Weekend,Clear
2011-11-19,14,7632.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.42,0.4242,0.32,0.2985,121.0,228.0,349.0,Weekend,Clear
2011-11-19,15,7633.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.42,0.4242,0.41,0.194,120.0,262.0,382.0,Weekend,Clear
2011-11-19,16,7634.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.42,0.4242,0.38,0.2985,99.0,188.0,287.0,Weekend,Clear
2011-11-19,17,7635.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.4,0.4091,0.4,0.194,61.0,171.0,232.0,Weekend,Clear
2011-11-19,18,7636.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.38,0.3939,0.46,0.1343,36.0,172.0,208.0,Weekend,Clear
2011-11-19,19,7637.0,4.0,0.0,11,0.0,6.0,0.0,2.0,0.34,0.3333,0.71,0.1343,33.0,149.0,182.0,Weekend,Mist/Cloudy
2011-11-19,20,7638.0,4.0,0.0,11,0.0,6.0,0.0,2.0,0.36,0.3636,0.57,0.1045,48.0,115.0,163.0,Weekend,Mist/Cloudy
2011-11-19,21,7639.0,4.0,0.0,11,0.0,6.0,0.0,2.0,0.36,0.3485,0.62,0.194,29.0,79.0,108.0,Weekend,Mist/Cloudy
2011-11-19,22,7640.0,4.0,0.0,11,0.0,6.0,0.0,2.0,0.38,0.3939,0.62,0.1642,26.0,80.0,106.0,Weekend,Mist/Cloudy
2011-11-19,23,7641.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.38,0.3939,0.62,0.2239,20.0,73.0,93.0,Weekend,Clear
2011-11-20,0,7642.0,4.0,0.0,11,0.0,0.0,0.0,1.0,0.38,0.3939,0.66,0.1642,14.0,79.0,93.0,Weekend,Clear
2011-11-20,1,7643.0,4.0,0.0,11,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.2537,11.0,73.0,84.0,Weekend,Clear
2011-11-20,2,7644.0,4.0,0.0,11,0.0,0.0,0.0,1.0,0.4,0.4091,0.62,0.2836,12.0,44.0,56.0,Weekend,Clear
2011-11-20,3,7645.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.4,0.4091,0.66,0.2836,6.0,31.0,37.0,Weekend,Mist/Cloudy
2011-11-20,4,7646.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.4,0.4091,0.71,0.2836,2.0,10.0,12.0,Weekend,Mist/Cloudy
2011-11-20,5,7647.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.42,0.4242,0.67,0.2836,0.0,4.0,4.0,Weekend,Mist/Cloudy
2011-11-20,6,7648.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.42,0.4242,0.67,0.2537,3.0,6.0,9.0,Weekend,Mist/Cloudy
2011-11-20,7,7649.0,4.0,0.0,11,0.0,0.0,0.0,1.0,0.42,0.4242,0.67,0.2239,4.0,19.0,23.0,Weekend,Clear
2011-11-20,8,7650.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.42,0.4242,0.71,0.2836,13.0,52.0,65.0,Weekend,Mist/Cloudy
2011-11-20,9,7651.0,4.0,0.0,11,0.0,0.0,0.0,1.0,0.44,0.4394,0.72,0.1642,29.0,109.0,138.0,Weekend,Clear
2011-11-20,10,7652.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.44,0.4394,0.72,0.1045,46.0,183.0,229.0,Weekend,Mist/Cloudy
2011-11-20,11,7653.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.5,0.4848,0.63,0.1045,74.0,212.0,286.0,Weekend,Mist/Cloudy
2011-11-20,12,7654.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.5,0.4848,0.63,0.1343,70.0,234.0,304.0,Weekend,Mist/Cloudy
2011-11-20,13,7655.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.54,0.5152,0.6,0.194,84.0,285.0,369.0,Weekend,Mist/Cloudy
2011-11-20,14,7656.0,4.0,0.0,11,0.0,0.0,0.0,1.0,0.52,0.5,0.63,0.2537,113.0,250.0,363.0,Weekend,Clear
2011-11-20,15,7657.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.52,0.5,0.68,0.194,109.0,242.0,351.0,Weekend,Mist/Cloudy
2011-11-20,16,7658.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.52,0.5,0.63,0.1343,81.0,225.0,306.0,Weekend,Mist/Cloudy
2011-11-20,17,7659.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.52,0.5,0.63,0.194,35.0,168.0,203.0,Weekend,Mist/Cloudy
2011-11-20,18,7660.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.54,0.5152,0.64,0.194,22.0,123.0,145.0,Weekend,Mist/Cloudy
2011-11-20,19,7661.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.5,0.4848,0.72,0.1045,17.0,140.0,157.0,Weekend,Mist/Cloudy
2011-11-20,20,7662.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.52,0.5,0.68,0.1045,23.0,90.0,113.0,Weekend,Mist/Cloudy
2011-11-20,21,7663.0,4.0,0.0,11,0.0,0.0,0.0,2.0,0.48,0.4697,0.77,0.0896,11.0,94.0,105.0,Weekend,Mist/Cloudy
2011-11-20,22,7664.0,4.0,0.0,11,0.0,0.0,0.0,3.0,0.46,0.4545,0.88,0.0896,5.0,35.0,40.0,Weekend,Light Rain/Snow
2011-11-20,23,7665.0,4.0,0.0,11,0.0,0.0,0.0,3.0,0.46,0.4545,0.88,0.0896,3.0,25.0,28.0,Weekend,Light Rain/Snow
2011-11-21,0,7666.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.46,0.4545,0.94,0.0,4.0,13.0,17.0,Working Day,Mist/Cloudy
2011-11-21,1,7667.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.46,0.4545,0.94,0.194,4.0,8.0,12.0,Working Day,Light Rain/Snow
2011-11-21,2,7668.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.44,0.4394,1.0,0.194,1.0,2.0,3.0,Working Day,Light Rain/Snow
2011-11-21,3,7669.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.44,0.4394,1.0,0.1343,0.0,4.0,4.0,Working Day,Light Rain/Snow
2011-11-21,4,7670.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.44,0.4394,1.0,0.1343,0.0,5.0,5.0,Working Day,Light Rain/Snow
2011-11-21,5,7671.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.44,0.4394,1.0,0.0,0.0,20.0,20.0,Working Day,Mist/Cloudy
2011-11-21,6,7672.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.42,0.4242,1.0,0.0,0.0,76.0,76.0,Working Day,Mist/Cloudy
2011-11-21,7,7673.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.46,0.4545,0.94,0.1642,17.0,229.0,246.0,Working Day,Mist/Cloudy
2011-11-21,8,7674.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.46,0.4545,0.94,0.0,13.0,378.0,391.0,Working Day,Mist/Cloudy
2011-11-21,9,7675.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.48,0.4697,0.94,0.1045,15.0,222.0,237.0,Working Day,Mist/Cloudy
2011-11-21,10,7676.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.52,0.5,0.83,0.0,25.0,110.0,135.0,Working Day,Mist/Cloudy
2011-11-21,11,7677.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.52,0.5,0.83,0.1045,16.0,112.0,128.0,Working Day,Mist/Cloudy
2011-11-21,12,7678.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.5,0.4848,0.77,0.1343,24.0,138.0,162.0,Working Day,Mist/Cloudy
2011-11-21,13,7679.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.5,0.4848,0.77,0.1343,13.0,121.0,134.0,Working Day,Mist/Cloudy
2011-11-21,14,7680.0,4.0,0.0,11,0.0,1.0,1.0,2.0,0.48,0.4697,0.82,0.194,14.0,121.0,135.0,Working Day,Mist/Cloudy
2011-11-21,15,7681.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.44,0.4394,0.94,0.2239,15.0,93.0,108.0,Working Day,Light Rain/Snow
2011-11-21,16,7682.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.44,0.4394,0.94,0.2239,13.0,95.0,108.0,Working Day,Light Rain/Snow
2011-11-21,17,7683.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.42,0.4242,0.94,0.2985,10.0,200.0,210.0,Working Day,Light Rain/Snow
2011-11-21,18,7684.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.42,0.4242,0.88,0.194,8.0,184.0,192.0,Working Day,Light Rain/Snow
2011-11-21,19,7685.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.4,0.4091,0.94,0.194,2.0,135.0,137.0,Working Day,Light Rain/Snow
2011-11-21,20,7686.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.2239,5.0,75.0,80.0,Working Day,Light Rain/Snow
2011-11-21,21,7687.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.1642,11.0,103.0,114.0,Working Day,Light Rain/Snow
2011-11-21,22,7688.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.1343,6.0,72.0,78.0,Working Day,Light Rain/Snow
2011-11-21,23,7689.0,4.0,0.0,11,0.0,1.0,1.0,3.0,0.4,0.4091,0.87,0.1642,4.0,29.0,33.0,Working Day,Light Rain/Snow
2011-11-22,0,7690.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.1045,0.0,14.0,14.0,Working Day,Light Rain/Snow
2011-11-22,1,7691.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.1343,1.0,5.0,6.0,Working Day,Light Rain/Snow
2011-11-22,2,7692.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,1.0,0.1045,2.0,4.0,6.0,Working Day,Light Rain/Snow
2011-11-22,3,7693.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,1.0,0.1045,1.0,2.0,3.0,Working Day,Light Rain/Snow
2011-11-22,4,7694.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.1642,0.0,7.0,7.0,Working Day,Light Rain/Snow
2011-11-22,5,7695.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.1642,1.0,17.0,18.0,Working Day,Light Rain/Snow
2011-11-22,6,7696.0,4.0,0.0,11,0.0,2.0,1.0,2.0,0.38,0.3939,0.94,0.1045,1.0,63.0,64.0,Working Day,Mist/Cloudy
2011-11-22,7,7697.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.2239,2.0,119.0,121.0,Working Day,Light Rain/Snow
2011-11-22,8,7698.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.38,0.3939,0.94,0.2239,5.0,185.0,190.0,Working Day,Light Rain/Snow
2011-11-22,9,7699.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.0,2.0,147.0,149.0,Working Day,Light Rain/Snow
2011-11-22,10,7700.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.0,6.0,46.0,52.0,Working Day,Light Rain/Snow
2011-11-22,11,7701.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.1343,4.0,28.0,32.0,Working Day,Light Rain/Snow
2011-11-22,12,7702.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.4,0.4091,1.0,0.0896,3.0,18.0,21.0,Working Day,Light Rain/Snow
2011-11-22,13,7703.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.42,0.4242,1.0,0.0896,4.0,22.0,26.0,Working Day,Light Rain/Snow
2011-11-22,14,7704.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.42,0.4242,1.0,0.0896,4.0,31.0,35.0,Working Day,Light Rain/Snow
2011-11-22,15,7705.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.44,0.4394,0.94,0.0,2.0,32.0,34.0,Working Day,Light Rain/Snow
2011-11-22,16,7706.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.44,0.4394,0.94,0.0,3.0,59.0,62.0,Working Day,Light Rain/Snow
2011-11-22,17,7707.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.44,0.4394,1.0,0.0896,4.0,161.0,165.0,Working Day,Light Rain/Snow
2011-11-22,18,7708.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.44,0.4394,1.0,0.0,0.0,148.0,148.0,Working Day,Light Rain/Snow
2011-11-22,19,7709.0,4.0,0.0,11,0.0,2.0,1.0,3.0,0.46,0.4545,0.94,0.1045,5.0,106.0,111.0,Working Day,Light Rain/Snow
2011-11-22,20,7710.0,4.0,0.0,11,0.0,2.0,1.0,2.0,0.46,0.4545,1.0,0.2239,6.0,121.0,127.0,Working Day,Mist/Cloudy
2011-11-22,21,7711.0,4.0,0.0,11,0.0,2.0,1.0,2.0,0.46,0.4545,1.0,0.2537,4.0,86.0,90.0,Working Day,Mist/Cloudy
2011-11-22,22,7712.0,4.0,0.0,11,0.0,2.0,1.0,2.0,0.5,0.4848,0.94,0.194,6.0,81.0,87.0,Working Day,Mist/Cloudy
2011-11-22,23,7713.0,4.0,0.0,11,0.0,2.0,1.0,2.0,0.48,0.4697,0.94,0.2537,3.0,36.0,39.0,Working Day,Mist/Cloudy
2011-11-23,0,7714.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.48,0.4697,0.94,0.2537,2.0,14.0,16.0,Working Day,Mist/Cloudy
2011-11-23,1,7715.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.48,0.4697,0.94,0.2985,0.0,8.0,8.0,Working Day,Mist/Cloudy
2011-11-23,2,7716.0,4.0,0.0,11,0.0,3.0,1.0,3.0,0.5,0.4848,0.94,0.3582,1.0,5.0,6.0,Working Day,Light Rain/Snow
2011-11-23,3,7717.0,4.0,0.0,11,0.0,3.0,1.0,3.0,0.5,0.4848,0.94,0.3582,1.0,2.0,3.0,Working Day,Light Rain/Snow
2011-11-23,4,7718.0,4.0,0.0,11,0.0,3.0,1.0,3.0,0.52,0.5,0.88,0.3582,0.0,5.0,5.0,Working Day,Light Rain/Snow
2011-11-23,5,7719.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.46,0.4545,0.94,0.194,1.0,16.0,17.0,Working Day,Mist/Cloudy
2011-11-23,6,7720.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.44,0.4394,1.0,0.0,1.0,68.0,69.0,Working Day,Mist/Cloudy
2011-11-23,7,7721.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.46,0.4545,1.0,0.0896,2.0,154.0,156.0,Working Day,Mist/Cloudy
2011-11-23,8,7722.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.48,0.4697,0.94,0.1045,7.0,316.0,323.0,Working Day,Mist/Cloudy
2011-11-23,9,7723.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.52,0.5,0.94,0.194,3.0,164.0,167.0,Working Day,Mist/Cloudy
2011-11-23,10,7724.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.52,0.5,0.94,0.194,6.0,70.0,76.0,Working Day,Mist/Cloudy
2011-11-23,11,7725.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.5,0.4848,0.72,0.4179,9.0,107.0,116.0,Working Day,Mist/Cloudy
2011-11-23,12,7726.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.48,0.4697,0.55,0.4179,9.0,151.0,160.0,Working Day,Clear
2011-11-23,13,7727.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.44,0.4394,0.54,0.4925,12.0,162.0,174.0,Working Day,Mist/Cloudy
2011-11-23,14,7728.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.42,0.4242,0.54,0.4627,13.0,200.0,213.0,Working Day,Clear
2011-11-23,15,7729.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.42,0.4242,0.54,0.4478,13.0,194.0,207.0,Working Day,Mist/Cloudy
2011-11-23,16,7730.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.4,0.4091,0.62,0.4627,4.0,169.0,173.0,Working Day,Mist/Cloudy
2011-11-23,17,7731.0,4.0,0.0,11,0.0,3.0,1.0,3.0,0.38,0.3939,0.71,0.3881,7.0,156.0,163.0,Working Day,Light Rain/Snow
2011-11-23,18,7732.0,4.0,0.0,11,0.0,3.0,1.0,2.0,0.4,0.4091,0.58,0.5224,7.0,138.0,145.0,Working Day,Mist/Cloudy
2011-11-23,19,7733.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.38,0.3939,0.58,0.3881,6.0,116.0,122.0,Working Day,Clear
2011-11-23,20,7734.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.36,0.3333,0.62,0.3881,1.0,67.0,68.0,Working Day,Clear
2011-11-23,21,7735.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.36,0.3182,0.57,0.4627,0.0,66.0,66.0,Working Day,Clear
2011-11-23,22,7736.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.34,0.303,0.61,0.4478,3.0,59.0,62.0,Working Day,Clear
2011-11-23,23,7737.0,4.0,0.0,11,0.0,3.0,1.0,1.0,0.34,0.303,0.61,0.3582,4.0,47.0,51.0,Working Day,Clear
2011-11-24,0,7738.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.32,0.303,0.57,0.2239,1.0,22.0,23.0,Weekend,Clear
2011-11-24,1,7739.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.32,0.2879,0.57,0.4179,1.0,23.0,24.0,Weekend,Clear
2011-11-24,2,7740.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.3,0.2879,0.61,0.2836,3.0,19.0,22.0,Weekend,Clear
2011-11-24,3,7741.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.28,0.2879,0.65,0.1343,1.0,4.0,5.0,Weekend,Clear
2011-11-24,4,7742.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.0896,1.0,1.0,2.0,Weekend,Clear
2011-11-24,5,7743.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.1045,1.0,10.0,11.0,Weekend,Clear
2011-11-24,6,7744.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.3,0.3182,0.61,0.0896,1.0,5.0,6.0,Weekend,Clear
2011-11-24,7,7745.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.26,0.2727,0.75,0.1045,9.0,31.0,40.0,Weekend,Clear
2011-11-24,8,7746.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.3,0.3182,0.65,0.0896,4.0,42.0,46.0,Weekend,Clear
2011-11-24,9,7747.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.34,0.3485,0.61,0.0,13.0,68.0,81.0,Weekend,Clear
2011-11-24,10,7748.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.36,0.3788,0.57,0.0,34.0,64.0,98.0,Weekend,Clear
2011-11-24,11,7749.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.42,0.4242,0.41,0.2985,52.0,90.0,142.0,Weekend,Clear
2011-11-24,12,7750.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.46,0.4545,0.36,0.2239,62.0,88.0,150.0,Weekend,Clear
2011-11-24,13,7751.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.48,0.4697,0.33,0.2239,84.0,91.0,175.0,Weekend,Clear
2011-11-24,14,7752.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.5,0.4848,0.31,0.2985,74.0,94.0,168.0,Weekend,Clear
2011-11-24,15,7753.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.5,0.4848,0.31,0.2537,78.0,71.0,149.0,Weekend,Clear
2011-11-24,16,7754.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.5,0.4848,0.34,0.2836,48.0,66.0,114.0,Weekend,Clear
2011-11-24,17,7755.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.48,0.4697,0.33,0.1045,34.0,40.0,74.0,Weekend,Clear
2011-11-24,18,7756.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.42,0.4242,0.5,0.0896,13.0,24.0,37.0,Weekend,Clear
2011-11-24,19,7757.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.4,0.4091,0.54,0.1045,15.0,13.0,28.0,Weekend,Clear
2011-11-24,20,7758.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.36,0.3485,0.76,0.1642,14.0,17.0,31.0,Weekend,Clear
2011-11-24,21,7759.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.36,0.3485,0.71,0.1642,7.0,19.0,26.0,Weekend,Clear
2011-11-24,22,7760.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.36,0.3485,0.71,0.1642,8.0,14.0,22.0,Weekend,Clear
2011-11-24,23,7761.0,4.0,0.0,11,1.0,4.0,0.0,1.0,0.34,0.3485,0.76,0.1045,2.0,19.0,21.0,Weekend,Clear
2011-11-25,0,7762.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.34,0.3333,0.76,0.1642,7.0,22.0,29.0,Working Day,Clear
2011-11-25,1,7763.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.34,0.3636,0.76,0.0,2.0,12.0,14.0,Working Day,Clear
2011-11-25,2,7764.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.28,0.2879,0.81,0.1045,4.0,6.0,10.0,Working Day,Clear
2011-11-25,3,7765.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.28,0.2879,0.75,0.1045,0.0,2.0,2.0,Working Day,Clear
2011-11-25,4,7766.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.3,0.3182,0.75,0.1045,4.0,3.0,7.0,Working Day,Clear
2011-11-25,5,7767.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.28,0.3182,0.75,0.0,2.0,3.0,5.0,Working Day,Clear
2011-11-25,6,7768.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.26,0.2727,0.81,0.1045,4.0,9.0,13.0,Working Day,Clear
2011-11-25,7,7769.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.26,0.303,0.81,0.0,4.0,31.0,35.0,Working Day,Clear
2011-11-25,8,7770.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.26,0.2727,0.81,0.1343,6.0,68.0,74.0,Working Day,Clear
2011-11-25,9,7771.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.32,0.3485,0.76,0.0,25.0,70.0,95.0,Working Day,Clear
2011-11-25,10,7772.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.36,0.3485,0.71,0.1642,60.0,82.0,142.0,Working Day,Clear
2011-11-25,11,7773.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.4,0.4091,0.66,0.1045,99.0,127.0,226.0,Working Day,Clear
2011-11-25,12,7774.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.46,0.4545,0.51,0.1045,126.0,146.0,272.0,Working Day,Clear
2011-11-25,13,7775.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.5,0.4848,0.45,0.2239,143.0,140.0,283.0,Working Day,Clear
2011-11-25,14,7776.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.52,0.5,0.39,0.2239,122.0,150.0,272.0,Working Day,Clear
2011-11-25,15,7777.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.52,0.5,0.36,0.194,165.0,145.0,310.0,Working Day,Clear
2011-11-25,16,7778.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.5,0.4848,0.39,0.1642,122.0,139.0,261.0,Working Day,Clear
2011-11-25,17,7779.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.5,0.4848,0.34,0.1045,57.0,127.0,184.0,Working Day,Clear
2011-11-25,18,7780.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.46,0.4545,0.44,0.0896,45.0,108.0,153.0,Working Day,Clear
2011-11-25,19,7781.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.42,0.4242,0.67,0.0,38.0,96.0,134.0,Working Day,Clear
2011-11-25,20,7782.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.4,0.4091,0.58,0.0896,19.0,76.0,95.0,Working Day,Clear
2011-11-25,21,7783.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.36,0.3788,0.71,0.0,24.0,61.0,85.0,Working Day,Clear
2011-11-25,22,7784.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.34,0.3485,0.71,0.0896,12.0,46.0,58.0,Working Day,Clear
2011-11-25,23,7785.0,4.0,0.0,11,0.0,5.0,1.0,1.0,0.34,0.3485,0.76,0.1045,5.0,28.0,33.0,Working Day,Clear
2011-11-26,0,7786.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.34,0.3485,0.76,0.1045,9.0,38.0,47.0,Weekend,Clear
2011-11-26,1,7787.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.32,0.3333,0.76,0.0896,5.0,24.0,29.0,Weekend,Clear
2011-11-26,2,7788.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.3,0.3182,0.81,0.1045,3.0,20.0,23.0,Weekend,Clear
2011-11-26,3,7789.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.3,0.3333,0.81,0.0,8.0,9.0,17.0,Weekend,Clear
2011-11-26,4,7790.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.3,0.3333,0.81,0.0,0.0,4.0,4.0,Weekend,Clear
2011-11-26,5,7791.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.3,0.3182,0.75,0.1045,0.0,3.0,3.0,Weekend,Clear
2011-11-26,6,7792.0,4.0,0.0,11,0.0,6.0,0.0,2.0,0.3,0.3182,0.75,0.0896,2.0,8.0,10.0,Weekend,Mist/Cloudy
2011-11-26,7,7793.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.26,0.2727,0.87,0.1045,4.0,13.0,17.0,Weekend,Clear
2011-11-26,8,7794.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.32,0.3333,0.76,0.0896,10.0,50.0,60.0,Weekend,Clear
2011-11-26,9,7795.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.34,0.3485,0.76,0.0896,16.0,67.0,83.0,Weekend,Clear
2011-11-26,10,7796.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.36,0.3788,0.81,0.0,57.0,84.0,141.0,Weekend,Clear
2011-11-26,11,7797.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.4,0.4091,0.62,0.1045,107.0,123.0,230.0,Weekend,Clear
2011-11-26,12,7798.0,4.0,0.0,11,0.0,6.0,0.0,1.0,0.44,0.4394,0.51,0.0,137.0,172.0,309.0,Weekend,Clear
